"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"SCN061933,B,2,Megadyne Mega Power 1000 Generator End of Life MOSFET Update","Megadyne Mega Power 1000 Generator End of Life MOSFET Update","ECR/ECP supportive documents","B","Scanned (Hardcopy) Item","Released"," ","NO","05/13/2019 13:34:30:476","Release"
"PRC088248,A,3,Megadyne Mega Power 1000 Instruction Template Qualification Protocol","Megadyne Mega Power 1000 Instruction Template Qualification Protocol","None","A","Completion Report","Released"," ","NO","04/11/2019 12:18:50:801","Release"
"PRC088247,A,2,Mega Power 1000 Instruction Template Qualification Protocol","Mega Power 1000 Instruction Template Qualification Protocol","Protocol - Other","A","Protocol","Released"," ","NO","03/14/2019 10:50:47:875","Release"
"FB003284,A,1,Medifix PTY Ltd. Silverwater, NSW, Australia Service and Repair Center Approval For The 1000 Product Code","Medifix PTY Ltd. Silverwater, NSW, Australia Service and Repair Center Approval For The 1000 Product Code","External","A","Fact Book","Released"," ","NO","03/04/2019 18:37:06:036","Release"
"FB003285,A,1,JOHNSON & JOHNSON Medical Middle East Dubai, U.A.E.Service and Repair Center Approval for the 1000, 2100, 2","JOHNSON & JOHNSON Medical Middle East Dubai, U.A.E.Service and Repair Center Approval for the 1000, 2100, 2100J, 2200, and 2200J","External","A","Fact Book","Released"," ","NO","02/28/2019 11:46:01:722","Release"
"FB003288,A,2,Seolin Systems LTD Seoul, Korea Service and Repair Center Approval For The 1000  Product Code","Seolin Systems LTD Seoul, Korea Service and Repair Center Approval For The 1000  Product Code","External","A","Fact Book","Released"," ","NO","02/28/2019 11:43:03:251","Release"
"FB003283,A,1,EMERGENT MEDI-TECH PVT Navi Mumbai, IndiaService and Repair Center For The 1000, 2100J, & 2200J Product Cod","EMERGENT MEDI-TECH PVT Navi Mumbai, IndiaService and Repair Center For The 1000, 2100J, & 2200J Product Codes","External","A","Fact Book","Released"," ","NO","02/28/2019 11:42:48:360","Release"
"PRC086803,B,2,Megadyne Mega Power 1000 Electrosurgical Generator  Service Transfer","Megadyne Mega Power 1000 Electrosurgical Generator  Service Transfer","None","B","Completion Report","Released"," ","NO","02/19/2019 14:58:46:419","Release"
"PRC086803,A,1,Megadyne Mega Power 1000 Electrosurgical Generator  Service Transfer","Megadyne Mega Power 1000 Electrosurgical Generator  Service Transfer","None","A","Completion Report","Released"," ","NO","02/19/2019 14:58:45:386","Release"
"FB003300,A,2,Ethicon Endo- Surgery Service Center (USA), Cincinnati Ohio Service and Repair Center for the Mega Power 10","Ethicon Endo- Surgery Service Center (USA), Cincinnati Ohio Service and Repair Center for the Mega Power 1000 Electrosurgical Generator (Product Code : 1000)","Transfer","A","Fact Book","Released"," ","NO","02/19/2019 12:31:01:186","Release"
"FB003281,A,1,Johnson & Johnson Medical Spa (EES Italy) Rome, Italy Service and Repair Center For The1000, 2100J, & 200J ","Johnson & Johnson Medical Spa (EES Italy) Rome, Italy Service and Repair Center For The1000, 2100J, & 200J Product Codes","External","A","Fact Book","Released"," ","NO","02/13/2019 08:22:23:320","Release"
"DR000637,A,9,Megadyne Mega Power 1000 Generator End of Life MOSFET Update","Megadyne Mega Power 1000 Generator End of Life MOSFET Update","PCO","A","Design Requirement","Released"," ","NO","02/12/2019 15:54:44:019","Release"
"SCN061353,B,1,Megadyne Mega Power 1000 Generator Warning Label Update","Megadyne Mega Power 1000 Generator Warning Label Update","ECR/ECP supportive documents","B","Scanned (Hardcopy) Item","Released"," ","NO","01/15/2019 09:50:43:657","Release"
"SCN061353,A,1,Megadyne Mega Power 1000 Generator Warning Label Update","Megadyne Mega Power 1000 Generator Warning Label Update","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","01/15/2019 09:50:42:938","Release"
"DR000629,A,4,Mega Power 1000 Label Update","Mega Power 1000 Label Update","PCO","A","Design Requirement","Released"," ","NO","12/02/2018 19:32:44:711","Release"
"PRC086802,A,2,Megadyne  Mega Power 1000 Electrosurgical Generator  Service Transfer","Megadyne  Mega Power 1000 Electrosurgical Generator  Service Transfer","Protocol - Other","A","Protocol","Released"," ","NO","11/14/2018 08:18:38:098","Release"
"FB003282,A,3,Elektronik Service GmbH (ELSG) Hamburg, Germany Service and Repair Center Approval For The 1000, 2100J, & 2","Elektronik Service GmbH (ELSG) Hamburg, Germany Service and Repair Center Approval For The 1000, 2100J, & 2200J Product Codes","External","A","Fact Book","Released"," ","NO","09/28/2018 08:58:44:315","Release"





