Name,Title,Type,Revision,Class,Lifecycle State,Scanned In,Checked Out?,Modified Date,Owner Name
"CA082353,A,1,D50830-ISheet",D50830-ISheet,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,09/18/2020 14:58:39:619,WIP
"CA084089,A,3,Westrock Mebane Generic carton process control plan per SPCR CA082693",Westrock Mebane Generic carton process control plan per SPCR CA082693,Control Plan,A,Component Approval Document,Released, ,NO,09/18/2020 14:54:06:035,Release
"CA082693,B,3,MPS, Manufacturing site transfer for secondary packaging cartons within MPS Mebane","MPS, Manufacturing site transfer for secondary packaging cartons within MPS Mebane",Supplier Process Change,B,Component Approval Document,Released, ,NO,09/18/2020 14:54:05:942,Release
"CA082693,A,2,MPS, Manufacturing site transfer for secondary packaging cartons within MPS Mebane","MPS, Manufacturing site transfer for secondary packaging cartons within MPS Mebane",Supplier Process Change,A,Component Approval Document,Released, ,NO,09/18/2020 14:54:05:864,Release
"CA084091,A,2,Westrock Mebane Generic carton PFMEA per SPCR CA082693",Westrock Mebane Generic carton PFMEA per SPCR CA082693,Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/18/2020 14:54:05:629,Release
"CA083202,A,1,D51445G01_Upper_Jaw_Overmolded_I sheet",D51445G01_Upper_Jaw_Overmolded_I sheet,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,09/18/2020 14:51:42:564,WIP
"CA083201,A,1,D51445G01_Upper_Jaw_Overmolded_CP",D51445G01_Upper_Jaw_Overmolded_CP,Control Plan,A,Component Approval Document,Working, ,NO,09/18/2020 14:51:26:360,WIP
"CA083200,A,1,D51445G01_Upper_Jaw_Overmolded_PFMEA",D51445G01_Upper_Jaw_Overmolded_PFMEA,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,09/18/2020 14:51:07:297,WIP
"CA083199,A,1,D51445G01_Upper_Jaw_Overmolded_CS",D51445G01_Upper_Jaw_Overmolded_CS,Capability Study,A,Component Approval Document,Working, ,NO,09/18/2020 14:50:41:765,WIP
"CA083198,A,1,D51445G01_Upper_Jaw_Overmolded_FAI",D51445G01_Upper_Jaw_Overmolded_FAI,First Article,A,Component Approval Document,Working, ,NO,09/18/2020 14:50:33:515,WIP
"CA083195,A,1,D51444G01_Lower_Jaw_Overmolded_ISheet",D51444G01_Lower_Jaw_Overmolded_ISheet,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,09/18/2020 14:50:08:765,WIP
"CA083194,A,1,D51444G01_Lower_Jaw_Overmolded_CP",D51444G01_Lower_Jaw_Overmolded_CP,Control Plan,A,Component Approval Document,Working, ,NO,09/18/2020 14:49:41:545,WIP
"CA083193,A,1,D51444G01_Lower_Jaw_Overmolded_PFMEA",D51444G01_Lower_Jaw_Overmolded_PFMEA,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,09/18/2020 14:49:33:014,WIP
"CA083192,A,1,D51444G01_Lower_Jaw_Overmolded_CS",D51444G01_Lower_Jaw_Overmolded_CS,Capability Study,A,Component Approval Document,Working, ,NO,09/18/2020 14:49:26:092,WIP
"CA083191,A,1,D51444G01_Lower_Jaw_Overmolded_FAI",D51444G01_Lower_Jaw_Overmolded_FAI,First Article,A,Component Approval Document,Working, ,NO,09/18/2020 14:49:21:936,WIP
"CA082588,A,1,D50319P01 Upper Jaw MIM",D50319P01 Upper Jaw MIM,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,09/18/2020 14:48:48:013,WIP
"CA082587,A,1,D50319P01 Upper Jaw MIM",D50319P01 Upper Jaw MIM,Control Plan,A,Component Approval Document,Working, ,NO,09/18/2020 14:48:11:809,WIP
"CA082586,A,1,D50319P01 Upper Jaw MIM",D50319P01 Upper Jaw MIM,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,09/18/2020 14:48:07:637,WIP
"CA080396,A,2,Brick MAS OP70 ERR Rotator Cap Station",Brick MAS OP70 ERR Rotator Cap Station,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:04:887,Release
"CA080397,A,2,OP090 Laser Marker Station",OP090 Laser Marker Station,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:04:371,Release
"CA080170,A,3,Brick EEPROM Reader",Brick EEPROM Reader,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:03:856,Release
"CA080168,A,4,Torque & Continuity Test Equipment",Torque & Continuity Test Equipment,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:03:356,Release
"CA072064,A,4,Floyd MAS Assembly OP 70 Rotation KnobCap Assembly",Floyd MAS Assembly OP 70 Rotation KnobCap Assembly,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:02:340,Release
"CA080396,B,3,Brick MAS OP70 ERR Rotator Cap Station",Brick MAS OP70 ERR Rotator Cap Station,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:48:01:856,Release
"CA082585,A,1,D50319P01 Upper Jaw MIM",D50319P01 Upper Jaw MIM,Capability Study,A,Component Approval Document,Working, ,NO,09/18/2020 14:48:01:496,WIP
"CA076005,C,2,CA076005 Brick FGQA OP080 ERR Device Functional Tester",CA076005 Brick FGQA OP080 ERR Device Functional Tester,Equipment Requirements Review,C,Component Approval Document,Released, ,NO,09/18/2020 14:48:01:293,Release
"CA080399,A,4,Brick MAS OP095 ERR Pallet Transfer Out Station",Brick MAS OP095 ERR Pallet Transfer Out Station,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:48:00:715,Release
"CA080170,B,2,Brick EEPROM Reader",Brick EEPROM Reader,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:48:00:012,Release
"CA080399,B,3,Brick MAS OP095 ERR Pallet Transfer Out Station",Brick MAS OP095 ERR Pallet Transfer Out Station,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:59:278,Release
"CA080168,B,3,Torque & Continuity Test Equipment",Torque & Continuity Test Equipment,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:58:684,Release
"CA076324,C,3,Electrode Jaw Gap Measurement Equipment",Electrode Jaw Gap Measurement Equipment,Equipment Requirements Review,C,Component Approval Document,Released, ,NO,09/18/2020 14:47:58:090,Release
"CA080397,B,3,OP090 Laser Marker Station",OP090 Laser Marker Station,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:57:559,Release
"CA080164,B,3,Brick Device Line MAS Equipment",Brick Device Line MAS Equipment,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:57:090,Release
"CA076324,A,4,Electrode Jaw Gap Measurement Equipment",Electrode Jaw Gap Measurement Equipment,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:56:621,Release
"CA077383,A,1,D37904-TRR",D37904-TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Working, ,NO,09/18/2020 14:47:56:153,NA_hnagabhu
"CA076005,A,3,ERR for Device Functional Tester",ERR for Device Functional Tester,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:55:418,Release
"CA068046,A,2,Sleeve D37904_CRR",Sleeve D37904_CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:54:168,Release
"CA069118,A,2,Sleeve_D37904_PFMEA",Sleeve_D37904_PFMEA,Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:53:527,Release
"CA069122,B,2,Sleeve_D37904_Control plan",Sleeve_D37904_Control plan,Control Plan,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:53:027,Release
"CA069120,A,3,Sleeve_D37904_CapStudy",Sleeve_D37904_CapStudy,Capability Study,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:52:527,Release
"CA069122,A,2,Sleeve_D37904_Control plan",Sleeve_D37904_Control plan,Control Plan,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:51:637,Release
"CA069121,A,4,Sleeve_D37904_FAI",Sleeve_D37904_FAI,First Article,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:51:074,Release
"CA079151,A,7,Floyd Line 160 - OP80 Rotation Knob Assembly",Floyd Line 160 - OP80 Rotation Knob Assembly,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:50:574,Release
"CA069121,B,4,Sleeve_D37904_FAI",Sleeve_D37904_FAI,First Article,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:49:965,Release
"CA069120,B,3,Sleeve_D37904_CapStudy",Sleeve_D37904_CapStudy,Capability Study,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:49:402,Release
"CA069122,C,5,Sleeve_D37904_Control plan",Sleeve_D37904_Control plan,Control Plan,C,Component Approval Document,Released, ,NO,09/18/2020 14:47:48:918,Release
"CA068046,B,2,Sleeve D37904_CRR",Sleeve D37904_CRR,Component Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:48:449,Release
"CA069123,A,6,Raw Material Inspection Specification for the Enseal X1 Large Jaw Tissue Sealer NSLX120L - Sleeve D37904",Raw Material Inspection Specification for the Enseal X1 Large Jaw Tissue Sealer NSLX120L - Sleeve D37904,Inspection Sheet RMI,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:47:512,Release
"CA076324,B,1,Electrode Jaw Gap Measurement Equipment",Electrode Jaw Gap Measurement Equipment,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:46:996,Release
"CA076005,B,1,CA076005 Brick FGQA OP080 ERR Device Functional Tester",CA076005 Brick FGQA OP080 ERR Device Functional Tester,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:47:46:434,Release
"CA080164,A,4,Brick Device Line MAS Equipment",Brick Device Line MAS Equipment,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:47:45:949,Release
"CA082584,A,1,D50319P01 Upper Jaw MIM",D50319P01 Upper Jaw MIM,First Article,A,Component Approval Document,Working, ,NO,09/18/2020 14:47:30:433,WIP
"CA082581,A,1,D50318P01 Lower Jaw MIM",D50318P01 Lower Jaw MIM,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,09/18/2020 14:47:11:464,WIP
"CA082580,A,1,D50318P01 Lower Jaw MIM",D50318P01 Lower Jaw MIM,Control Plan,A,Component Approval Document,Working, ,NO,09/18/2020 14:46:32:838,WIP
"CA069948,B,1,D37370_Rotator Cap_CP",D37370_Rotator Cap_CP,Control Plan,B,Component Approval Document,Released, ,NO,09/18/2020 14:45:40:603,Release
"CA069951,A,3,Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D37370 Rotator C",Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D37370 Rotator Cap,Inspection Sheet RMI,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:39:603,Release
"CA069943,B,4,D37370_Rotator Cap_CS",D37370_Rotator Cap_CS,Capability Study,B,Component Approval Document,Released, ,NO,09/18/2020 14:45:39:056,Release
"CA069946,A,4,D37370_Rotator Cap_PFMEA",D37370_Rotator Cap_PFMEA,Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:38:556,Release
"CA069943,A,4,D37370_Rotator Cap_CS",D37370_Rotator Cap_CS,Capability Study,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:38:040,Release
"CA068839,A,4,D37370_Rotator_Cap_CRR",D37370_Rotator_Cap_CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:37:446,Release
"CA069940,A,2,D37370_Rotator Cap_FAI",D37370_Rotator Cap_FAI,First Article,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:36:931,Release
"CA068356,A,2,D37370_Rotator_Cap_TRR",D37370_Rotator_Cap_TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Released, ,NO,09/18/2020 14:45:36:509,Release
"CA069948,A,3,D37370_Rotator Cap_CP",D37370_Rotator Cap_CP,Control Plan,A,Component Approval Document,Released, ,NO,09/18/2020 14:45:36:071,Release
"CA082579,A,1,D50318P01 Lower Jaw MIM",D50318P01 Lower Jaw MIM,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,09/18/2020 14:45:16:649,WIP
"CA082578,A,1,D50318P01 Lower Jaw MIM",D50318P01 Lower Jaw MIM,Capability Study,A,Component Approval Document,Working, ,NO,09/18/2020 14:44:59:508,WIP
"CA082577,A,1,D50318P01 Lower Jaw MIM",D50318P01 Lower Jaw MIM,First Article,A,Component Approval Document,Working, ,NO,09/18/2020 14:44:45:492,WIP
"CA069936,A,5,Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D37369 Rotator",Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D37369 Rotator,Inspection Sheet RMI,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:56:865,Release
"CA069928,B,4,D37369_Rotator_CS",D37369_Rotator_CS,Capability Study,B,Component Approval Document,Released, ,NO,09/18/2020 14:42:56:271,Release
"CA069933,B,1,D37369_Rotator_CP",D37369_Rotator_CP,Control Plan,B,Component Approval Document,Released, ,NO,09/18/2020 14:42:55:677,Release
"CA068836,A,4,D37369_Rotator_TRR",D37369_Rotator_TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Released, ,NO,09/18/2020 14:42:54:990,Release
"CA068837,A,3,D37369_Rotator_CRR",D37369_Rotator_CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:54:365,Release
"CA069933,A,3,D37369_Rotator_CP",D37369_Rotator_CP,Control Plan,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:53:724,Release
"CA069926,A,2,D37369_Rotator_FAI",D37369_Rotator_FAI,First Article,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:53:162,Release
"CA069928,A,3,D37369_Rotator_CS",D37369_Rotator_CS,Capability Study,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:52:552,Release
"CA069932,A,3,D37369_Rotator_PFMEA",D37369_Rotator_PFMEA,Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/18/2020 14:42:51:802,Release
"CA068311,B,3,D36788_Energy_Button_PFMEA",D36788_Energy_Button_PFMEA,Supplier Process FMEA,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:44:862,Release
"CA068310,C,5,D36788_Energy_Button_Cap_Study",D36788_Energy_Button_Cap_Study,Capability Study,C,Component Approval Document,Released, ,NO,09/18/2020 14:40:43:846,Release
"CA068313,B,8,D36788P02 Energy Button_RMI-Sheet",D36788P02 Energy Button_RMI-Sheet,Inspection Sheet RMI,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:42:534,Release
"CA068313,A,5,Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D36788 Energy Bu",Raw Material Inspection Specification for the ENSEAL X1 Large Jaw Tissue Sealer NSLX120L - D36788 Energy Button,Inspection Sheet RMI,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:41:784,Release
"CA068310,B,4,D36788_Energy_Button_Cap_Study",D36788_Energy_Button_Cap_Study,Capability Study,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:41:393,Release
"CA068312,B,2,D36788_Energy_Button_CP",D36788_Energy_Button_CP,Control Plan,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:40:909,Release
"CA068307,A,2,D36788_Energy_Button_TRR",D36788_Energy_Button_TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Released, ,NO,09/18/2020 14:40:40:362,Release
"CA068311,A,2,D36788_Energy_Button_PFMEA",D36788_Energy_Button_PFMEA,Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:40:018,Release
"CA068312,A,2,D36788_Energy_Button_CP",D36788_Energy_Button_CP,Control Plan,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:39:659,Release
"CA068309,A,3,D36788_Energy_Button_FAI",D36788_Energy_Button_FAI,First Article,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:39:206,Release
"CA068310,A,3,D36788_Energy_Button_Cap_Study",D36788_Energy_Button_Cap_Study,Capability Study,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:38:315,Release
"CA068308,A,3,D36788_Energy_Button_CRR",D36788_Energy_Button_CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 14:40:37:893,Release
"CA068308,B,5,D36788_Energy_Button_CRR",D36788_Energy_Button_CRR,Component Requirements Review,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:36:393,Release
"CA068312,C,3,D36788_Energy_Button_CP",D36788_Energy_Button_CP,Control Plan,C,Component Approval Document,Released, ,NO,09/18/2020 14:40:36:018,Release
"CA068309,B,4,D36788_Energy_Button_FAI",D36788_Energy_Button_FAI,First Article,B,Component Approval Document,Released, ,NO,09/18/2020 14:40:35:628,Release
"PRC096308,A,2,OP010 Brick Glue Application SV",OP010 Brick Glue Application SV,Protocol Software Validation,A,Protocol,Released, ,NO,09/18/2020 14:09:47:932,Release
"CA083391,A,10,E19417 - Universal XCELSleeve Housing Press (Machine B - Equipment for line 70)",E19417 - Universal XCELSleeve Housing Press (Machine B - Equipment for line 70),Equipment Requirements Review,A,Component Approval Document,Released, ,NO,09/18/2020 13:23:48:905,Release
"CA084259,B,1,Nelipak SPCR for Thermoform line Pick/Pack Robotic Arm",Nelipak SPCR for Thermoform line Pick/Pack Robotic Arm,Supplier Process Change,B,Component Approval Document,Working, ,NO,09/18/2020 13:07:09:977,WIP
"PRC095920,A,4,Pre-Design Verification Completion Report for ECR2041",Pre-Design Verification Completion Report for ECR2041,None,A,Completion Report,Released, ,NO,09/18/2020 12:13:26:643,Release
"PRC097844,A,2,RTP Electrode Biocompatibility Sample Preparation",RTP Electrode Biocompatibility Sample Preparation,None,A,Engineering Study,Released, ,NO,09/18/2020 11:40:18:889,Release
"PRC094978,A,1,Brick Pre-DVT with MIM Jaws by alternate supplier - CR for PRC094977",Brick Pre-DVT with MIM Jaws by alternate supplier - CR for PRC094977,None,A,Completion Report,In Review, ,NO,09/17/2020 16:57:35:539,WIP
"SPE003558,D,5,Brick Device Master Record (DMR)",Brick Device Master Record (DMR),Device Master Record (DMR),D,Specification,Released, ,NO,09/17/2020 16:16:21:986,Release
"SPE003558,A,6,Brick Device Master Record (DMR)",Brick Device Master Record (DMR),Device Master Record (DMR),A,Specification,Released, ,NO,09/17/2020 16:16:21:174,Release
"SPE003558,B,2,Brick Device Master Record (DMR)",Brick Device Master Record (DMR),Device Master Record (DMR),B,Specification,Released, ,NO,09/17/2020 16:16:20:377,Release
"SPE003558,C,4,Brick Device Master Record (DMR)",Brick Device Master Record (DMR),Device Master Record (DMR),C,Specification,Released, ,NO,09/17/2020 16:16:20:002,Release
"PRC094977,A,8,Brick Pre-DVT with MIM Jaws by alternate supplier",Brick Pre-DVT with MIM Jaws by alternate supplier,Protocol - Other,A,Protocol,Released, ,NO,09/17/2020 11:28:10:057,Release
"CA075198,H,1,D39061G03 Cable Assembly Final-CRR",D39061G03 Cable Assembly Final-CRR,Component Requirements Review,H,Component Approval Document,Released, ,NO,09/17/2020 11:13:14:319,Release
"CA075198,A,4,D39061G01 Cable Assembly Final-CRR",D39061G01 Cable Assembly Final-CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:13:13:928,Release
"CA075198,B,1,D39061G01 Cable Assembly Final-CRR",D39061G01 Cable Assembly Final-CRR,Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:13:13:538,Release
"CA075198,D,3,D39061G01 Cable Assembly Final-CRR",D39061G01 Cable Assembly Final-CRR,Component Requirements Review,D,Component Approval Document,Released, ,NO,09/17/2020 11:13:08:725,Release
"CA075198,C,1,D39061G01 Cable Assembly Final-CRR",D39061G01 Cable Assembly Final-CRR,Component Requirements Review,C,Component Approval Document,Released, ,NO,09/17/2020 11:13:08:272,Release
"CA075198,G,1,D39061G03 Cable Assembly Final-CRR",D39061G03 Cable Assembly Final-CRR,Component Requirements Review,G,Component Approval Document,Released, ,NO,09/17/2020 11:13:07:881,Release
"CA075197,C,1,D39061G01 FLOYD CABLE ASSEMBLY-CS",D39061G01 FLOYD CABLE ASSEMBLY-CS,Capability Study,C,Component Approval Document,Released, ,NO,09/17/2020 11:13:07:491,Release
"CA075198,F,4,D39061G02 Cable Assembly Final-CRR",D39061G02 Cable Assembly Final-CRR,Component Requirements Review,F,Component Approval Document,Released, ,NO,09/17/2020 11:13:06:366,Release
"CA079550,A,5,D43308G03 Cable Assembly, Overmold CRR","D43308G03 Cable Assembly, Overmold CRR",Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:22:828,Release
"CA069005,A,5,Brick Overmold Cable Assembly",Brick Overmold Cable Assembly,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:22:563,Release
"CA074538,A,3,D43308-CRR",D43308-CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:22:375,Release
"CA069011,A,2,FAI ID PCB Board Assembly, Brick","FAI ID PCB Board Assembly, Brick",First Article,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:22:172,Release
"CA069012,A,3,CAP ID PCB Assembly, Brick","CAP ID PCB Assembly, Brick",Capability Study,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:21:594,Release
"CA069269,A,1,Control Plan, PCB Assembly, Brick","Control Plan, PCB Assembly, Brick",Control Plan,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:21:375,Release
"CA069010,A,5,CRR, ID PCB Assembly, Brick","CRR, ID PCB Assembly, Brick",Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:21:219,Release
"CA069005,B,7,Brick Overmold Cable Assembly",Brick Overmold Cable Assembly,Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:08:21:016,Release
"CA069270,A,1,PFMEA, PCB Assembly, Brick","PFMEA, PCB Assembly, Brick",Supplier Process FMEA,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:20:781,Release
"CA079295,A,3,D38461G03 Cable Assembly, Overmold CRR","D38461G03 Cable Assembly, Overmold CRR",Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:20:594,Release
"CA078008,A,2,CRR for D37952 PCBA",CRR for D37952 PCBA,Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:20:422,Release
"CA079552,A,5,D43308G04 Cable Assembly, Overmold CRR","D43308G04 Cable Assembly, Overmold CRR",Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:19:688,Release
"CA079550,B,2,D43308G03 Cable Assembly, Overmold CRR","D43308G03 Cable Assembly, Overmold CRR",Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:08:19:531,Release
"CA079552,C,1,D43308G04 Cable Assembly, Overmold CRR","D43308G04 Cable Assembly, Overmold CRR",Component Requirements Review,C,Component Approval Document,Released, ,NO,09/17/2020 11:08:19:406,Release
"CA079552,B,2,D43308G04 Cable Assembly, Overmold CRR","D43308G04 Cable Assembly, Overmold CRR",Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:08:19:250,Release
"CA079295,B,3,D38461G03 Cable Assembly, Overmold CRR","D38461G03 Cable Assembly, Overmold CRR",Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:08:19:110,Release
"CA079409,A,3,D38461G04 Cable Assembly, Overmold CRR","D38461G04 Cable Assembly, Overmold CRR",Component Requirements Review,A,Component Approval Document,Released, ,NO,09/17/2020 11:08:18:969,Release
"CA079409,B,2,D38461G04 Cable Assembly, Overmold CRR","D38461G04 Cable Assembly, Overmold CRR",Component Requirements Review,B,Component Approval Document,Released, ,NO,09/17/2020 11:08:18:672,Release
